SNo,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers
2161,19170112921,VIVEKANANDA SHIKSHA SADAN,WARD-126,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
2162,19170113004,ARABINDA BASU NAGAR VIDYAPITH GSFP,WARD-127,Primary,Department of Education,Urban,Co-Educational,35,30,65,1,4
2163,19170113002,BAGPOTA G.S.F.P. SCHOOL,WARD-127,Primary,Department of Education,Urban,Co-Educational,66,54,120,1,5
2164,19170113016,BATAKRISHNA MEMORIAL SCHOOL,WARD-127,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,7
2165,19170113006,BHOLANATH HALDER SMRITI GSFP SCHOOL,WARD-127,Primary,Department of Education,Urban,Co-Educational,98,84,182,3,3
2166,19170113008,MOHANTA KUMAR. SIKSHA NIKETAN (DAY),WARD-127,Primary,Department of Education,Urban,Co-Educational,34,26,60,3,1
2167,19170113019,NATIONAL KIDS ACADEMY,WARD-127,Primary,Pvt. Unaided,Urban,Co-Educational,32,18,50,2,2
2168,19170113009,OXY TOWN COLONI G.S.F.P,WARD-127,Primary,Department of Education,Urban,Co-Educational,120,131,251,0,10
2169,19170113003,PRASANNA KUMAR SMRITI PRA VIDY,WARD-127,Primary,Department of Education,Urban,Co-Educational,169,149,318,3,5
2170,19170113015,SABUJ SATHI SCHOOL,WARD-127,Primary,Pvt. Unaided,Urban,Co-Educational,53,48,101,1,5
2171,19170113018,SHIBARAMPUR SISHU NIKETAN SCHOOL,WARD-127,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,5
2172,19170113014,SHIBRAMPUR K.M.C.P.SCH,WARD-127,Primary,Local body,Urban,Co-Educational,82,67,149,3,1
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:
2173,19170113020,SISHU BITAN KG & PRY SCHOOL,,WARD-127,Primary,Un-Recognised,Urban,Co-Educational,118,74,192,0
2174,19170113007,SURYA SEN VIDYAPITH,,WARD-127,Primary,Department of Education,Urban,Co-Educational,49,52,101,3
2175,19170113104,ACHARYA PRAFULLA CH. VIDYAPITH,,WARD-128,Primary,Department of Education,Urban,Co-Educational,6,18,24,1
2176,19170113113,BEHALA K.M.C.P.SCH,,WARD-128,Primary,Department of Education,Urban,Co-Educational,41,35,76,1
2177,19170113106,KALIDHAN VIDYAPITH,,WARD-128,Primary,Department of Education,Urban,Co-Educational,10,15,25,1
2178,19170113101,MIRANAGAR VIDYA MANDIR(DAY),,WARD-128,Primary,Department of Education,Urban,Co-Educational,4,11,15,0
2179,19170113122,PROMA PATHBHAVAN,,WARD-128,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2180,19170113108,RAM NARAYAN PALLI G.S.F.P. (D),,WARD-128,Primary,Department of Education,Urban,Co-Educational,27,17,44,3
2181,19170113107,RAM NARAYAN PALLI G.S.F.P.(M),,WARD-128,Primary,Department of Education,Urban,Co-Educational,18,12,30,1
2182,19170113116,SAPTARSHI,,WARD-128,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2183,19170113117,SHISHU THIRTHA,,WARD-128,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2184,19170113102,SHYAM SUNDAR PALLY VIDYAPITH,,WARD-128,Primary,Department of Education,Urban,Co-Educational,43,39,82,1
2185,19170113204,ARRYA VIDYAMINDIR(PRY.),,WARD-129,Primary,Department of Education,Urban,Co-Educational,479,5,484,6
2186,19170113219,BANI VIDYAMANDIR,,WARD-129,Primary,Un-Recognised,Urban,Co-Educational,0,0,0,0
2187,19170113224,KATHLEEN DAY SCHOOL,,WARD-129,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2188,19170113221,KISHALAY (PRY),,WARD-129,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2189,19170113208,KSHETRA MOHAN,VIDYAMINDIR,WARD-129,Primary,Department of Education,Urban,Co-Educational,53,40,93,2
2190,19170113209,PASCHIMJOYRAMPUR PRA. VIDYALAY,,WARD-129,Primary,Department of Education,Urban,Co-Educational,72,37,109,2
2191,19170113206,PRIYANATH R.F.P. SCHOOL,,WARD-129,Primary,Department of Education,Urban,Co-Educational,82,76,158,4
2192,19170113223,VIVEKANANDA CHILDREN'S ACADEMY,,WARD-129,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2193,19170113310,ACADEMIC FUNDATION (ICSC),,WARD-130,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2194,19170113302,BANITIRTHA JUNIOR BASIC SCHOOL,,WARD-130,Primary,Department of Education,Urban,Co-Educational,57,91,148,1
2195,19170113312,EVERGREEN,,WARD-130,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2196,19170113305,GORAGACHA K.M.C.P.SCH,,WARD-130,Primary,Local body,Urban,Co-Educational,38,32,70,2
2197,19170113301,SHYANIASUNDARI VIDYAPITH,,WARD-130,Primary,Department of Education,Urban,Co-Educational,35,296,331,5
2198,19170113311,SUNNY PRE PARATORY SCHOOL,,WARD-130,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
2199,19170113420,BEHALA SHARDA VIDYAPITH FOR GIRLS,,WARD-131,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2200,19170113403,BEHALA SIKSHAYATAN,,WARD-131,Primary,Department of Education,Urban,Co-Educational,15,5,20,1
2201,19170113415,CHILDRENS VILLA,,WARD-131,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2
2202,19170113416,GOOD WILL MISSION SCHOOL,,WARD-131,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,51,38,89,1
2203,19170113419,MOON LIGHT BRILLENCE,,WARD-131,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2204,19170113418,NABA BICHITRA KINDERGAR NURS PRY,,WARD-131,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2205,19170113402,PARNASRE SIKSHAPARISHAD,,WARD-131,Primary,Department of Education,Urban,Co-Educational,134,45,179,1
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
2206,19170113401,PARNASREE SHIKSHAYATAN,WARD-131,Primary,Department of Education,Urban,Co-Educational,25,20,45,1,3
2207,19170113414,RANJANA KINDER GARTEN SCHOOL,WARD-131,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,10
2208,19170113405,SISHU BHARATI PRIMARY,WARD-131,Primary,Department of Education,Urban,Co-Educational,29,24,53,1,2
2209,19170113417,SUCHANA NURSSERY K.G. PRY SCHOOL,WARD-131,Primary,Pvt. Unaided,Urban,Co-Educational,65,39,104,0,11
2210,19170113407,VIDYAMANDIR HINDI PRIMARY SCHOL,WARD-131,Primary,Department of Education,Urban,Co-Educational,47,46,93,3,1
2211,19170113502,AMARENDRA NATH SMRITI HINDI GSFP,WARD-132,Primary,Department of Education,Urban,Co-Educational,66,60,126,5,2
2212,19170113504,AZAD HIND VIDYAPITH,WARD-132,Primary,Department of Education,Urban,Co-Educational,34,32,66,2,2
2213,19170113511,BEHALA HIGH SCHOOL,WARD-132,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,412,0,412,27,12
2214,19170113515,BEHALA IDEAL FOUNDATION SCHOOL,WARD-132,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,4
2215,19170113507,BEHALA PRATHAMIK VIDYALAYA,WARD-132,Primary,Department of Education,Urban,Co-Educational,166,9,175,2,6
2216,19170113503,GOVT. COLONY PRIMARY SCHOOL,WARD-132,Primary,Department of Education,Urban,Co-Educational,35,40,75,4,1
2217,19170113510,K.M.C.P.SCHBISHALAKSHITALA,WARD-132,Primary,Local body,Urban,Co-Educational,30,27,57,1,1
2218,19170113514,M.M. MEMORIAL SCHOOL,WARD-132,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,5
2219,19170113505,MAHAKALI PATHSALA,WARD-132,Primary,Department of Education,Urban,Co-Educational,23,23,46,1,4
2220,19170113508,OLD DOG R.C.G.S.F.P. SCHOOL,WARD-132,Primary,Department of Education,Urban,Co-Educational,8,13,21,1,1
2221,19170114423,SUFFA ANGLO ACADEMY,WARD-141,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,5
2222,19170104812,RAJBHAWAN FREE PRY.SCH.(U-11),WARD-45,Primary,Department of Education,Urban,Co-Educational,65,52,117,4,1
2223,19170104809,SHREE JAIN VIDYALAYA,WARD-45,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Boys only,0,0,0,20,0
2224,19170105104,BOWBAZAR HIGH SCHOOL,WARD-48,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,54,0,54,7,1
2225,19170105101,BOWBAZAR HIGH SCHOOL(PRY),WARD-48,Primary,Department of Education,Urban,Co-Educational,40,10,50,3,2
2226,19170105108,GIRINDA BALIKA VIDYALAY (H.S),WARD-48,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,143,143,0,18
2227,19170105102,GIRINDRA BALIKA VIDYALAYA(PRY),WARD-48,Primary,Department of Education,Urban,Girls only,0,63,63,0,3
2228,19170105202,NETAJI PRY. VIDYALAYA,WARD-49,Primary,Department of Education,Urban,Co-Educational,42,36,78,3,2
2229,19170105204,SURENDRANATH COLLEGIATE FOR (G,WARD-49,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,60,60,0,11
2230,19170105305,BANGABASI COLLEGE SCHOOL,WARD-50,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,20,0,20,13,0
2231,19170105307,METROPOLITAN INST BOW. BR,WARD-50,Primary,Department of Education,Urban,Co-Educational,23,61,84,2,2
2232,19170105306,METROPOLITAN INST GIRLS BOW.,WARD-50,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,151,151,0,10
2233,19170105302,METROPOLITAN INST(BOW. BRANCH),WARD-50,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,91,0,91,6,5
2234,19170105303,THE REFUGE BOYS SEMINARY,WARD-50,Primary,Department of Education,Urban,Boys only,102,0,102,5,0
2235,19170105304,THE REFUGE GIRLS SEMINARY,WARD-50,Primary,Department of Education,Urban,Co-Educational,0,41,41,0,2
,,Cluster Code & Name:,1917010013,THE BHABATARAN SIRCAR VID,,,,,,,,
2236,19170111716,PURBAPUTIARY ADARSHA VIDYALAYA,WARD-114,Primary,Pvt. Unaided,Urban,Co-Educational,154,154,308,1,10
2237,19170111718,SARADA HOUSE SCHOOL,WARD-114,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,7
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:
2238,19170101504,DASPARA ABITANICK PRATHAMK.VID,,WARD-13,Primary,Department of Education,Urban,Co-Educational,14,10,24,0
2239,19170101520,NEW ST. THOMAS PUBLIC SCHOOL (M),,WARD-13,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2240,19170101517,SARWODAYA VIDYALAYA,,WARD-13,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,259,0,259,7
2241,19170101510,SHRI MAHADEB SHISHU SHIKSHAYAT,,WARD-13,Primary,Department of Education,Urban,Co-Educational,42,40,82,4
2242,19170101715,MANIKTALA HIGH SCHOOL,,WARD-15,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,93,0,93,10
2243,19170101806,SHREE SATYANARAIN VIDYALAYA,,WARD-16,Primary,Department of Education,Urban,Co-Educational,17,17,34,3
2244,19170101818,THE BHABATARAN SARKAR VID(PRY),,WARD-16,Primary,Department of Education,Urban,Co-Educational,65,42,107,4
2245,19170103005,RAGHUMAL ARYA VIDYALAYA,,WARD-27,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,396,0,396,6
2246,19170103014,SHREE BHARATI VID(PRY),,WARD-27,Primary,Department of Education,Urban,Co-Educational,5,15,20,2
2247,19170103011,ST. MARGARET SCHOOL,,WARD-27,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,176,176,0
2248,19170103101,ADI MAHAKALI PATHSHALA,,WARD-28,Primary,Department of Education,Urban,Girls only,0,286,286,0
2249,19170103103,RAGHUMAL ARYA VIDYALAYA,,WARD-28,Primary,Department of Education,Urban,Boys only,227,0,227,11
2250,19170103105,SHRI BHARATI BALIKA VIDYALAYA,,WARD-28,Primary,Department of Education,Urban,Co-Educational,9,9,18,2
2251,19170103107,ST. MARGARET'S,,WARD-28,Primary,Department of Education,Urban,Girls only,0,176,176,0
2252,19170108920,K.M.C.P SCH(D) 6-GARCHA 1ST L,,WARD-86,Primary,Local body,Urban,Co-Educational,30,28,58,1
2253,19170109226,ATMAMARJADA SHIKSHALAYA PRAKALPA,,WARD-89,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2254,19170109224,BRIGHT STAR SCHOOL,,WARD-89,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2255,19170109223,DEBAPRASAD CHATTOPADHYAY INST. (M),,WARD-89,Primary,Pvt. Unaided,Urban,Co-Educational,21,24,45,0
2256,19170109221,IPER SCHOOL,,WARD-89,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2257,19170109227,JOYHIND ABAITANIK VIDYALAYA,,WARD-89,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
2258,19170109218,RIDHI INTEGRATE MONTESSORI,,WARD-89,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2259,19170109225,ST. FRANK HIGH SCHOOL,,WARD-89,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
2260,19170109222,ST. JOHN HIGH SCHOOL,,WARD-89,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2261,19170109307,KIDS' CENTRE,,WARD-90,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,20,40,60,1
2262,19170109309,KOLKATA PANCHANANTALA,A. PRA. VID.,WARD-90,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2263,19170109306,PANCHANANTALA SISHU PRA. VIDYAPITH,,WARD-90,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2264,19170109308,SUSHIKSHAN VIDYALAYA,,WARD-90,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2265,19170109418,PARESHNATH BALIKA BIDYALAYA,,WARD-91,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,270,270,0
2266,19170109621,A.K.GHOSH MEMORIAL SCHOOL,,WARD-93,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,7
2267,19170109624,J.P. HINDI VIDYAPEETH,,WARD-93,Primary with Upper Primary,Un-Recognised,Urban,Co-Educational,62,65,127,5
2268,19170109623,KHELAGHAR NURSERY SCHOOL,,WARD-93,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2269,19170109622,LAKE GARDENS WOMEN & CHILDREN DEV,,WARD-93,Primary with Upper Primary,Pvt. Unaided,Urban,Girls only,0,0,0,0
2270,19170109628,LAKE MODEL SCHOOL,,WARD-93,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,6
"15, February 2013 02:38 PM",,,,,©NUEPA New Delhi,,,,,,Page 71 of 86,
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:
2271,19170109629,NAVA NALANDA PRIMARY SCHOOL,,WARD-93,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
2272,19170109626,OUR ASTITWA,,WARD-93,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2273,19170109627,RAM MOHAN MISSION HIGH SCHOOL,,WARD-93,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,0,0,0,6
2274,19170109625,ST. SEBASTIAN'S SCHOOL,,WARD-93,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2275,19170109711,AHEAD,,WARD-94,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,3
2276,19170109717,B.D. MEMORIAL,,WARD-94,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2277,19170109716,JOYJEET DAS MEMORIAL SCHOOL,,WARD-94,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2278,19170109714,KAKALI SCHOOL,,WARD-94,Primary,Pvt. Unaided,Urban,Co-Educational,2,1,3,0
2279,19170109715,KALABAGAN HOGLA PARA PRIMARY SCHOOL,,WARD-94,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2280,19170109712,TOLLYGUNGE ENGLISH SCHOOL (MORNING),,WARD-94,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,88,80,168,0
,,,Cluster Code & Name:,1917010058,THE ORIENTAL SEMINARY,,,,,,,
2281,19170102107,AHIRITOLA U.P. SCHOOL,,WARD-19,Primary,Department of Education,Urban,Co-Educational,10,9,19,3
2282,19170102105,HAREKRISHNA PATHSALA GSFP SCH,,WARD-19,Primary,Department of Education,Urban,Co-Educational,10,9,19,1
2283,19170102116,PUTE KALITALA PATHSHALA,,WARD-19,Primary,Department of Education,Urban,Co-Educational,0,5,5,1
2284,19170102104,SARADA CHARAN ARYAN INST (PR S,,WARD-19,Primary,Department of Education,Urban,Boys only,113,0,113,2
2285,19170102112,SARADA CHARAN ARYAN INSTITUTIO,,WARD-19,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,316,0,316,25
2286,19170102103,SATYARANI DAWN GIRLS PRY SCH,,WARD-19,Primary,Department of Education,Urban,Co-Educational,8,6,14,2
2287,19170102102,SHREE PRAKASH VIDYALAYA,,WARD-19,Primary,Department of Education,Urban,Co-Educational,43,47,90,4
2288,19170102101,SHREE SARASWATI PATHSALA,,WARD-19,Primary,Department of Education,Urban,Co-Educational,24,28,52,3
2289,19170102214,AHIRITALA BANGA,VIDYALAYA,WARD-20,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,43,0,43,13
2290,19170102213,AHIRITALA BANGA,VIDYALAYA F.G,WARD-20,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,92,92,0
2291,19170102204,AHIRITOLA BANG BID FOR GIRLS(P,,WARD-20,Primary,Department of Education,Urban,Co-Educational,14,36,50,0
2292,19170102205,AHIRITOLA BANGA BIDYALAYA,,WARD-20,Primary,Department of Education,Urban,Boys only,27,0,27,0
2293,19170102202,CHANDRA VHAMINI VIDYALAYA,,WARD-20,Primary,Department of Education,Urban,Co-Educational,14,7,21,3
2294,19170102220,GYAN BHARATI PRATHAMIK,,WARD-20,Primary,Pvt. Aided,Urban,Co-Educational,350,344,694,0
2295,19170102221,GYAN BHARATI VIDYAPITH,,WARD-20,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Boys only,498,0,498,28
2296,19170102208,SAHJANAND PRY PATHSHALA,,WARD-20,Primary,Department of Education,Urban,Co-Educational,54,38,92,3
2297,19170102207,SHREE MAHA LAKSHMI VID,,WARD-20,Primary,Department of Education,Urban,Co-Educational,32,35,67,2
2298,19170102206,SHRI SUBHASH VIDYA MANDIR,,WARD-20,Primary,Department of Education,Urban,Co-Educational,42,87,129,5
2299,19170102210,SRI SUBHASH VIDYA MANDIR GIRLS,,WARD-20,Primary,Department of Education,Urban,Co-Educational,9,32,41,0
2300,19170102211,SRIMA PRABESHIKHALAY,,WARD-20,Primary,Department of Education,Urban,Co-Educational,67,42,109,3
2301,19170102215,THE ORIENTAL SEMINARY,,WARD-20,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,199,0,199,16
2302,19170102201,THE ORIENTAL SEMINARY BOYS PRIMARY,,WARD-20,Primary,Department of Education,Urban,Boys only,189,0,189,4
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
2303,19170102216,THE ORIENTAL SEMINARY F.GIRLS,WARD-20,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,206,206,0,15
2304,19170102209,THE ORIENTAL SEMINARY GIRLS PR,WARD-20,Primary,Department of Education,Urban,Girls only,0,87,87,0,4
2305,19170102731,MAHESHWARI GIRL'S SCHOOL,WARD-24,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Girls only,0,821,821,0,45
2306,19170102729,RAM BRIKSHA SANSKRIT VIDYALAYA,WARD-24,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,2
2307,19170102727,SHREE B.K.VITHALNATH BALIKA,WARD-24,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Girls only,0,125,125,0,8
2308,19170102724,SREE BALKRISHNA V. N VID 1,WARD-24,Primary,Department of Education,Urban,Co-Educational,16,75,91,0,2
2309,19170100906,ADARSH PRATHMIK VIDYALAYA,WARD-8,Primary,Department of Education,Urban,Co-Educational,69,44,113,4,0
2310,19170100913,ADARSHA SHIKSHA NIKETAN,WARD-8,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,151,0,151,9,2
2311,19170100909,BAGBAZAR HIGH SCHOOL,WARD-8,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,112,0,112,15,3
2312,19170100915,"BAGHBAZAR HIGH SCH,PRY.DEPT.",WARD-8,Primary,Department of Education,Urban,Co-Educational,36,28,64,0,4
2313,19170100904,R.K.S.M.SISTER NIVEDITA GIRL S,WARD-8,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,504,504,0,8
2314,19170100920,RKSM SISTER NIVEDITA GIRLS SCH,WARD-8,Primary,Department of Education,Urban,Girls only,0,333,333,0,3
2315,19170100901,SHREE NAWAL VIDYALAYA,WARD-8,Primary,Department of Education,Urban,Co-Educational,35,59,94,5,0
2316,19170100907,SHYAM BAZAR A.V. SCHOOL GIRLS,WARD-8,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,47,47,0,5
2317,19170100908,SHYAM BAZAR R A V SCHOOL,WARD-8,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,500,0,500,28,13
2318,19170101102,SUKANTA PRATHAMIK VIDYALYA,WARD-9,Primary,Department of Education,Urban,Co-Educational,13,19,32,1,2
2319,19170101101,UPENDRA VIDYAMANDIR FOR GIRLS,WARD-9,Primary,Department of Education,Urban,Co-Educational,23,9,32,1,2
,,Cluster Code & Name:,1917010086,THE ORIENTAL SEMINARY -II,,,,,,,,
2320,19170102203,ARATI BAL VIDYALAYA,WARD-20,Primary,Department of Education,Urban,Co-Educational,40,39,79,5,0
2321,19170102712,BALIKA VIDYA BHAWAN,WARD-24,Primary,Pvt. Aided,Urban,Co-Educational,35,27,62,0,1
2322,19170102730,BALIKA VIDYA BHAWAN,WARD-24,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Girls only,0,52,52,0,10
2323,19170102709,HARIGANGA VIDYALAYA,WARD-24,Primary,Department of Education,Urban,Co-Educational,81,107,188,7,0
2324,19170102701,KAMALA SHISHA SADAN,WARD-24,Primary,Department of Education,Urban,Co-Educational,58,24,82,4,1
2325,19170102722,METRO POLITON INSTITUTION GIRL,WARD-24,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,38,38,0,6
2326,19170102702,MTROPOLITAN INSTITUTION,WARD-24,Primary,Department of Education,Urban,Co-Educational,8,14,22,0,3
2327,19170102703,MTROPOLITAN INSTITUTION(B),WARD-24,Primary,Department of Education,Urban,Co-Educational,8,6,14,2,0
2328,19170102713,S.B. MODERN HIGH SCHOOL,WARD-24,Primary,Department of Education,Urban,Co-Educational,69,21,90,3,1
2329,19170102720,S.B.MODERN HIGH SCHOOL,WARD-24,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,225,0,225,11,4
2330,19170102714,SAHAJA NAND G.S.F.P.SCHOOL,WARD-24,Primary,Department of Education,Urban,Co-Educational,6,11,17,2,0
2331,19170102705,SARALA BALIKA VIDYALAYA,WARD-24,Primary,Department of Education,Urban,Co-Educational,20,19,39,1,2
2332,19170102710,SHRE NEHRU VIDYAPITH,WARD-24,Primary,Department of Education,Urban,Co-Educational,37,31,68,1,2
2333,19170102715,SHREE KRISHNA ADARSHA VID.,WARD-24,Primary,Department of Education,Urban,Co-Educational,14,19,33,2,1
2334,19170102706,SHREE SHAMBHU BAL VIDYALAYA,WARD-24,Primary,Department of Education,Urban,Co-Educational,10,18,28,2,0
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
2335,19170102707,SIDDHESWARI INSTITUTION,WARD-24,Primary,Department of Education,Urban,Co-Educational,29,33,62,4,0
2336,19170102725,SREE BALKRISHNA V. N VID 2,WARD-24,Primary,Department of Education,Urban,Co-Educational,114,29,143,5,0
2337,19170102708,SRI ADHUNIK BASIC VID.,WARD-24,Primary,Department of Education,Urban,Co-Educational,16,10,26,2,0
2338,19170102711,SRI SAHAJA NAND SARASWATI VID.,WARD-24,Primary,Department of Education,Urban,Co-Educational,32,31,63,2,1
2339,19170100903,SHRI RAMANAND VIDYALAYA,WARD-8,Primary,Department of Education,Urban,Co-Educational,44,30,74,5,0
2340,19170100902,SHYAM BAZAR A.V. SCH(PRY.DEPT),WARD-8,Primary,Department of Education,Urban,Co-Educational,384,15,399,8,8
,,Cluster Code & Name:,1917010023,TILJALA BRAJANATH VID.,,,,,,,,
2341,19170110414,ANKUR,WARD-101,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,5
2342,19170110719,CHILD WORLD SCHOOL,WARD-104,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,8
2343,19170110716,MODERNLAND H.C. K.G. & NY SCHOOL,WARD-104,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,10
2344,19170110715,MORNING STAR SCHOOL,WARD-104,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,8
2345,19170110718,TAGORE FOUNDATION SCHOOL,WARD-104,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,8
2346,19170110714,TINY TOT'S,WARD-104,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,3
2347,19170110817,EAST END CONVENT SCHOOL,WARD-105,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,7
2348,19170110910,HALTU JNANADA NISHI HIGH SCH,WARD-106,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,3
2349,19170110911,OXFORD HOUSE,WARD-106,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,5
2350,19170111010,GARDEN HIGH SCHOOL,WARD-107,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,75
2351,19170111005,NASKARHAT F.P. SCH,WARD-107,Primary,Department of Education,Urban,Co-Educational,69,68,137,5,1
2352,19170111004,PANCHANNA GRAM PRATH VIDYALAYA,WARD-107,Primary,Department of Education,Urban,Co-Educational,47,42,89,5,4
2353,19170111003,RAJNARAYAN JR. BASIC SCH,WARD-107,Primary,Department of Education,Urban,Co-Educational,59,39,98,2,2
2354,19170111117,ADARSHA NAGAR VIDYALAYA,WARD-108,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,4
2355,19170111115,ANANDA MARGA SCHOOL,WARD-108,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,11
