,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers,,,,
5870,27251105501,ZPPS PINGORI,PINGORI,Primary,Local body,Rural,Co-Educational,13,15,28,2,0,,,,
5871,27251105703,ZPPS DHANGARSTHAL,PISURTI,Primary,Local body,Rural,Co-Educational,9,3,12,2,0,,,,
5872,27251105702,ZPPS VAGDARWADI,PISURTI,Primary,Local body,Rural,Co-Educational,10,10,20,1,1,,,,
5873,27251106002,ZPPS AMBAJICHIWADI,SUKALWADI,Primary,Local body,Rural,Co-Educational,11,10,21,2,0,,,,
5874,27251106003,ZPPS GAIKWADWADI,SUKALWADI,Primary,Local body,Rural,Co-Educational,5,5,10,1,1,,,,
5875,27251106004,ZPPS MUKDAMWADI,SUKALWADI,Primary,Local body,Rural,Co-Educational,0,6,6,2,0,,,,
5876,27251106001,ZPPS SUKALWADI,SUKALWADI,Primary,Local body,Rural,Co-Educational,16,25,41,1,1,,,,
5877,27251105925,JEEVAN JYOT ENG MED SCHOOL VALHA,WALHE,Primary,Pvt. Unaided,Rural,Co-Educational,34,10,44,0,5,,,,
5878,27251105921,MAHARSHI WALMIKI VIDYALAYA,WALHE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,281,228,509,9,5,,,,
5879,27251105924,ZPPS BHUJBALWASTI,WALHE,Primary,Local body,Rural,Co-Educational,3,5,8,0,2,,,,
5880,27251105923,ZPPS HANUMANVASTI,WALHE,Primary,Local body,Rural,Co-Educational,11,8,19,1,1,,,,
5881,27251105902,ZPPS KAMATHWADI,WALHE,Primary,Local body,Rural,Co-Educational,12,14,26,1,1,,,,
5882,27251105922,ZPPS MADNEVASTI,WALHE,Primary,Local body,Rural,Co-Educational,13,5,18,0,2,,,,
5883,27251105903,ZPPS MALWADI,WALHE,Primary,Local body,Rural,Co-Educational,11,5,16,2,0,,,,
5884,27251105904,ZPPS VARLAMALA,WALHE,Primary,Local body,Rural,Co-Educational,5,6,11,0,2,,,,
5885,27251105901,ZPPS WALHE,WALHE,Primary,Local body,Rural,Co-Educational,75,96,171,1,4,,,,
5886,27251107721,BAL SIDDHANATH VIDYALAYA,BELSAR,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,104,91,195,6,0,,,,
5887,27251107701,ZPPS BELSAR,BELSAR,Primary,Local body,Rural,Co-Educational,35,36,71,0,2,,,,
5888,27251107722,ZPPS MATHWADI,BELSAR,Primary,Local body,Rural,Co-Educational,30,30,60,0,2,,,,
5889,27251108021,SHRI SHIV SHAMBHO MADHYAMIK VI,KHALAD,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,62,57,119,4,1,,,,
5890,27251108022,ST JOSHEF ENG MED SCHOOL KHALAD,KHALAD,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,387,176,563,6,16,,,,
5891,27251108003,ZPPS GOTEMALA,KHALAD,Primary,Local body,Rural,Co-Educational,12,15,27,1,1,,,,
5892,27251108001,ZPPS KHALAD,KHALAD,Primary,Local body,Rural,Co-Educational,45,40,85,0,3,,,,
5893,27251108002,ZPPS RASKARMALA,KHALAD,Primary,Local body,Rural,Co-Educational,7,7,14,0,2,,,,
5894,27251107802,ZPPS CHILHALWADI,NILUNJ,Primary,Local body,Rural,Co-Educational,19,13,32,1,1,,,,
5895,27251107801,ZPPS NILUNJ,NILUNJ,Primary,Local body,Rural,Co-Educational,12,6,18,1,1,,,,
5896,27251108421,SMT JIJAI SOPANRAO JADHAV MA V,,SAKURDE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,80,69,149,4,1,,,
5897,27251108402,ZPPS BHONGALEMALA,,SAKURDE,Primary,Local body,Rural,Co-Educational,11,4,15,0,2,,,
5898,27251108403,ZPPS KADAMVASTI,,SAKURDE,Primary,Local body,Rural,Co-Educational,12,9,21,0,2,,,
5899,27251108401,ZPPS SAKURDE,,SAKURDE,Primary,Local body,Rural,Co-Educational,38,43,81,2,1,,,
5900,27251108221,MAHATMA JYOTIRAO PHULE VIDYALA,,SHIVARI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,210,158,368,5,3,,,
5901,27251108201,ZPPS SHIVARI,,SHIVARI,Primary,Local body,Rural,Co-Educational,56,75,131,1,4,,,
5902,27251108301,ZPPS TAKRARWADI,,TAKRARWADI,Primary,Local body,Rural,Co-Educational,9,9,18,1,1,,,
5903,27251107901,ZPPS WALUNJ,,WALUNJ,Primary,Local body,Rural,Co-Educational,34,20,54,0,2,,,
5904,27251104121,MADHYAMIK VIDYALAYA HARNI,,HARANI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,66,62,128,5,1,,,
5905,27251104101,ZPPS HARANI,,HARANI,Primary,Local body,Rural,Co-Educational,46,54,100,3,0,,,
5906,27251104701,ZPPS LAPTALWADI,,LAPTALWADI,Primary,Local body,Rural,Co-Educational,26,31,57,2,0,,,
5907,27251104302,ZPPS BANKARWADI,,MALWADI (VEER),Primary,Local body,Rural,Co-Educational,4,6,10,1,1,,,
5908,27251104301,ZPPS MALWADI (VEER),,MALWADI (VEER),Primary,Local body,Rural,Co-Educational,38,44,82,2,1,,,
5909,27251104601,ZPPS SAMGIRWADI,,SAMGIRWADI,Primary,Local body,Rural,Co-Educational,13,16,29,2,0,,,
5910,27251104401,ZPPS TONDAL,,TONDAL,Primary with Upper Primary,Local body,Rural,Co-Educational,40,53,93,1,2,,,
5911,27251104521,RAVINDRANATH TAGORE VIDYALAYA,,VEER,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,140,127,267,9,2,,,
5912,27251104523,SHREENATH ENG MED SCHOOL VEER,,VEER,Primary,Pvt. Unaided,Rural,Co-Educational,20,11,31,0,5,,,
5913,27251104522,ZPPS RAMOSHIVADA,,VEER,Primary,Local body,Rural,Co-Educational,26,16,42,2,0,,,
5914,27251104501,ZPPS VEER,,VEER,Primary,Local body,Rural,Co-Educational,46,37,83,1,2,,,
,,Block Code & Name:,272512,SHIRUR,Total Schools in this block :,460,,,,,,,,,,
5915,27251200221,MAHARSHI SHINDE HIGHSCHOOL,,AAMBLE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,52,60,112,5,1,,,
5916,27251200204,ZPPA ANOSEWADI (AMBLE),,AAMBLE,Primary,Local body,Rural,Co-Educational,25,22,47,1,1,,,
5917,27251200201,ZPPS AMBALE,,AAMBLE,Primary with Upper Primary,Local body,Rural,Co-Educational,112,85,197,4,4,,,
5918,27251200203,ZPPS KALWANTWADI,,AAMBLE,Primary,Local body,Rural,Co-Educational,22,12,34,2,0,,,
5919,27251200202,ZPPS KHALCHAMALA,,AAMBLE,Primary,Local body,Rural,Co-Educational,23,15,38,2,0,,,
5920,27251200222,ZPPS SONKHILA,,AAMBLE,Primary,Local body,Rural,Co-Educational,4,5,9,1,1,,,
5921,27251205501,ZPPS MOTEWADI,,MOTEWADI,Primary,Local body,Rural,Co-Educational,24,16,40,0,2,,,
5922,27251206321,SHRI NAGESHWAR VIDYALAYA,,NIMONE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,118,54,172,7,0,,,
5923,27251206322,ZPPS,BHUNATHWADI,NIMONE,Primary,Local body,Rural,Co-Educational,13,5,18,1,1,,,
5924,27251206303,ZPPS BHOSEWADI (NIMONE),,NIMONE,Primary,Local body,Rural,Co-Educational,6,11,17,2,0,,,
5925,27251206302,ZPPS DURGEWASTI,,NIMONE,Primary,Local body,Rural,Co-Educational,8,11,19,1,1,,,
5926,27251206305,ZPPS KALEWASTI (NIMONE),NIMONE,Primary,Local body,Rural,Co-Educational,22,22,44,1,1,,,,
5927,27251206306,ZPPS KURHADWADI (NIMONE),NIMONE,Primary,Local body,Rural,Co-Educational,22,18,40,0,2,,,,
5928,27251206301,ZPPS NIMONE,NIMONE,Primary with Upper Primary,Local body,Rural,Co-Educational,124,101,225,6,2,,,,
5929,27251206304,ZPPS PIMPLACHIWADI (NIMONE),NIMONE,Primary,Local body,Rural,Co-Educational,13,12,25,1,1,,,,
5930,27251202907,DARYAPAT ZPPS,ENAMGAON,Primary,Local body,Rural,Co-Educational,11,8,19,1,1,,,,
5931,27251202921,NEW ENGLISH SCHOOL IHAMGAON,ENAMGAON,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,193,174,367,5,1,,,,
5932,27251202904,ZPPS BHAIRAVNATHWADI,ENAMGAON,Primary,Local body,Rural,Co-Educational,11,15,26,2,0,,,,
5933,27251202903,ZPPS GANDHALE MALA CEN INAM,ENAMGAON,Primary,Local body,Rural,Co-Educational,14,12,26,1,1,,,,
5934,27251202902,ZPPS GHADAGEMALA,ENAMGAON,Primary,Local body,Rural,Co-Educational,32,14,46,1,1,,,,
5935,27251202906,ZPPS HANUMANWADI,ENAMGAON,Primary,Local body,Rural,Co-Educational,20,14,34,2,0,,,,
5936,27251202901,ZPPS INAMGAON,ENAMGAON,Primary,Local body,Rural,Co-Educational,46,51,97,2,2,,,,
5937,27251202908,ZPPS NALAGEMALA,ENAMGAON,Primary,Local body,Rural,Co-Educational,10,16,26,1,1,,,,
5938,27251202905,ZPPS NANDREMALA,ENAMGAON,Primary,Local body,Rural,Co-Educational,26,20,46,1,1,,,,
5939,27251202922,ZPPS SHIVNAGAR,ENAMGAON,Primary,Local body,Rural,Co-Educational,6,10,16,2,0,,,,
5940,27251206921,NEW ENGLISH SCHOOL PIMPALSUTI,PIMPALSUTI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,69,67,136,4,1,,,,
5941,27251206901,ZPPS PIMPALSUTI,PIMPALSUTI,Primary,Local body,Rural,Co-Educational,61,42,103,2,1,,,,
5942,27251201121,MA BAPUSAHEB GAVADE VIDYALAYA,CHANDOH,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,85,87,172,4,1,,,,
5943,27251201101,ZPPS CHANDOH,CHANDOH,Primary,Local body,Rural,Co-Educational,64,57,121,3,2,,,,
5944,27251203021,JAY MALHAR HIGHSCHOOL JAMBUT,JAMBHUT,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,260,193,453,7,6,,,,
5945,27251203002,ZPPS GANJAREZAP,JAMBHUT,Primary,Local body,Rural,Co-Educational,26,30,56,2,0,,,,
5946,27251203001,ZPPS JAMBHUT,JAMBHUT,Primary,Local body,Rural,Co-Educational,108,93,201,4,2,,,,
5947,27251203003,ZPPS SHISTARWASTI (JAMBUT),JAMBHUT,Primary,Local body,Rural,Co-Educational,1,5,6,2,0,,,,
5948,27251203901,ZPPS KATHAPUR KHURD,KATHAPUR KHURD,Primary with Upper Primary,Local body,Rural,Co-Educational,67,71,138,5,1,,,,
5949,27251202301,ZPPS FAKATE,PHAKATE,Primary with Upper Primary,Local body,Rural,Co-Educational,79,64,143,3,4,,,,
5950,27251207102,DABHADE MALA,PIMPARKHED,Primary,Local body,Rural,Co-Educational,26,18,44,2,0,,,,
5951,27251207101,PIMPARKHED,PIMPARKHED,Primary with Upper Primary,Local body,Rural,Co-Educational,86,123,209,4,4,,,,
5952,27251207121,SHRI DATTA VIDYALAYA PIMPARKED,PIMPARKHED,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,182,187,369,6,1,,,,
5953,27251207103,ZPPS DHOMEMALA,PIMPARKHED,Primary,Local body,Rural,Co-Educational,11,12,23,0,2,,,,
5954,27251207122,ZPPS KOYMAHALE VASTI,PIMPARKHED,Primary,Local body,Rural,Co-Educational,13,18,31,0,2,,,,
5955,27251207902,ZPPS JORILAVAN,SHARAD WADI,Primary,Local body,Rural,Co-Educational,15,11,26,1,1,,,,
5956,27251207901,ZPPS SHARADWADI,SHARAD WADI,Primary,Local body,Rural,Co-Educational,27,19,46,1,1,,,,
5957,27251209521,SHRI GURUNATH VIDYALAYA,,,,WADNER KH,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,131,121,252,5,0,
5958,27251209522,ZPPS DNYNESHWARNAGAR,,,,WADNER KH,Primary,Local body,Rural,Co-Educational,47,35,82,1,2,
5959,27251209501,ZPPS WADNERKHURD,,,,WADNER KH,Primary,Local body,Rural,Co-Educational,23,12,35,1,2,
5960,27251201421,JAY MALHAR HIGH SCHOOL,,,,CHINCHOLI (MORACHI),No Response,Pvt. Aided,Rural,Co-Educational,7,15,22,1,1,
5961,27251201422,ZPPS,UKIRADEVASTI,,,CHINCHOLI (MORACHI),Primary,Local body,Rural,Co-Educational,5,3,8,2,1,
5962,27251201401,ZPPS CHINCHOLI (MORACHI),,,,CHINCHOLI (MORACHI),Primary with Upper Primary,Local body,Rural,Co-Educational,34,43,77,4,1,
5963,27251201402,ZPPS DHUMALBEAND,,,,CHINCHOLI (MORACHI),Primary,Local body,Rural,Co-Educational,6,5,11,2,0,
5964,27251203321,VIDYADHAM HIGH SCH KANHURMESAI,,,,KANHUR MESAI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,228,171,399,8,4,
5965,27251203302,ZPPS DHAGEWADI,,,,KANHUR MESAI,Primary,Local body,Rural,Co-Educational,10,5,15,2,0,
5966,27251203304,ZPPS GARKOLWADI,,,,KANHUR MESAI,Primary,Local body,Rural,Co-Educational,15,12,27,2,0,
5967,27251203303,ZPPS GHOLPWADI,,,,KANHUR MESAI,Primary,Local body,Rural,Co-Educational,6,12,18,1,1,
5968,27251203301,ZPPS KANHUR MESAI,,,,KANHUR MESAI,Primary,Local body,Rural,Co-Educational,73,72,145,2,3,
5969,27251203305,ZPPS PHALKEWADI,,,,KANHUR MESAI,Primary,Local body,Rural,Co-Educational,7,5,12,1,1,
5970,27251204201,ZPPS KHAIRENAGAR,,,,KHAIRENAGAR,Primary with Upper Primary,Local body,Rural,Co-Educational,76,76,152,5,2,
5971,27251204302,ZPPS KHAIREMALA,,,,KHAIREWADI,Primary,Local body,Rural,Co-Educational,17,9,26,0,2,
5972,27251204301,ZPPS KHAIREWADI,,,,KHAIREWADI,Primary,Local body,Rural,Co-Educational,13,11,24,1,1,
5973,27251205401,ZPPS MIDGULWADI,,,,MIDGULWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,19,32,51,3,0,
5974,27251208101,ZPPS SHASTABAD,,,,SHASTABAD,Primary,Local body,Rural,Co-Educational,5,12,17,1,1,
5975,27251203521,VIDYA VIKAS MANDIR KARANDI,,,,KARANDI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,175,148,323,5,2,
5976,27251203522,Z PPS,NAPATEWASTI (KARANDI),,,KARANDI,Primary,Local body,Rural,Co-Educational,13,16,29,2,0,
5977,27251203504,ZPPS DHAMARI ROAD,,,,KARANDI,Primary,Local body,Rural,Co-Educational,15,11,26,2,0,
5978,27251203503,ZPPS DOKALEWASTI,,,,KARANDI,Primary,Local body,Rural,Co-Educational,18,22,40,1,0,
5979,27251203501,ZPPS KARANDI,,,,KARANDI,Primary with Upper Primary,Local body,Rural,Co-Educational,124,120,244,8,2,
5980,27251203502,ZPPS SHAMBONAGAR,,,,KARANDI,Primary,Local body,Rural,Co-Educational,9,13,22,0,2,
5981,27251203505,ZPPS TALEGAON ROAD,,,,KARANDI,Primary,Local body,Rural,Co-Educational,34,22,56,0,2,
5982,27251206722,J NAVODAY,VIDLAY,PIPALE,J,PIMPALE JAGTAP,Up. Primary with sec./H.sec,Others,Rural,Co-Educational,144,74,218,8,2,
5983,27251206721,MAHARAJ SAYALIRAO GAIKWAD VID.,,,,PIMPALE JAGTAP,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,77,51,128,4,1,
5984,27251206723,ZPPS,CHUFULLA (PIMPALE JA),,,PIMPALE JAGTAP,Primary,Local body,Rural,Co-Educational,24,15,39,1,1,
5985,27251206701,ZPPS PIMPALE JAGTAP,,,,PIMPALE JAGTAP,Primary,Local body,Rural,Co-Educational,43,38,81,1,2,
5986,27251206702,ZPPS SONDEKARMALA,,,,PIMPALE JAGTAP,Primary,Local body,Rural,Co-Educational,14,15,29,1,1,
5987,27251209806,CHAPHAWADI VASTI,,,,VADHU BK,Primary,Local body,Rural,Co-Educational,23,13,36,2,0,
5988,27251209821,SHARADCHANDRAJI PAWAR VIDYALAY,VADHU BK,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,207,237,444,5,2,,,,
5989,27251209804,ZPPS BHANDAREWASTI,VADHU BK,Primary,Local body,Rural,Co-Educational,22,18,40,0,2,,,,
5990,27251209805,ZPPS RANOBAWADI,VADHU BK,Primary,Local body,Rural,Co-Educational,20,14,34,1,1,,,,
5991,27251209802,ZPPS SHIVALEMALA,VADHU BK,Primary,Local body,Rural,Co-Educational,21,16,37,1,1,,,,
5992,27251209801,ZPPS VADHU BU,VADHU BK,Primary with Upper Primary,Local body,Rural,Co-Educational,196,183,379,6,7,,,,
5993,27251209803,ZPPS VADHU PUNRVASAN,VADHU BK,Primary,Local body,Rural,Co-Educational,14,7,21,3,0,,,,
5994,27251209822,ZPPS VAKHARICHA MALA,VADHU BK,Primary,Local body,Rural,Co-Educational,3,6,9,1,1,,,,
5995,27251210003,ZPPS BHONDHAVEWASTI,WAJEWADI,Primary,Local body,Rural,Co-Educational,14,18,32,2,0,,,,
5996,27251210002,ZPPS MANJAREWADI,WAJEWADI,Primary,Local body,Rural,Co-Educational,17,14,31,0,2,,,,
5997,27251210001,ZPPS VAJEWADI,WAJEWADI,Primary,Local body,Rural,Co-Educational,25,24,49,0,2,,,,
5998,27251200801,ZPPS BABHULSAR KH,BABHULSAR KH,Primary with Upper Primary,Local body,Rural,Co-Educational,61,65,126,1,4,,,,
5999,27251201202,ZPPS CHAVANWADI,CHAVANWADI,Primary,Local body,Rural,Co-Educational,27,9,36,2,0,,,,
6000,27251201201,ZPPS LANGHEWADI,CHAVANWADI,Primary,Local body,Rural,Co-Educational,27,16,43,1,1,,,,
6001,27251201903,AABASAHEB PANCHANGE VID,DHOKSANGAVI,No Response,Pvt. Unaided,Rural,Co-Educational,25,30,55,1,1,,,,
6002,27251201901,ZPPS DHOKSANGAVI,DHOKSANGAVI,Primary with Upper Primary,Local body,Rural,Co-Educational,192,182,374,6,7,,,,
6003,27251201902,ZPPS PARITWADI,DHOKSANGAVI,Primary,Local body,Rural,Co-Educational,8,14,22,2,0,,,,
6004,27251203421,SHRI BHAIRAVNATH VIDYALAYA,KARADE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,192,135,327,6,3,,,,
6005,27251203401,ZPPS KARADE,KARADE,Primary,Local body,Rural,Co-Educational,67,66,133,1,3,,,,
6006,27251203402,ZPPS PACHRNE WASTI,KARADE,Primary,Local body,Rural,Co-Educational,13,11,24,1,1,,,,
6007,27251203403,ZPPS TALWADI,KARADE,Primary,Local body,Rural,Co-Educational,42,46,88,0,3,,,,
6008,27251203721,MADHYAMIK VIDYALAYA KAREGAON,KAREGAON,No Response,Pvt. Aided,Rural,Co-Educational,44,28,72,2,0,,,,
6009,27251203702,ZPPS FALKEMALA,KAREGAON,Primary,Local body,Rural,Co-Educational,29,25,54,0,2,,,,
6010,27251203701,ZPPS KAREGAON,KAREGAON,Primary with Upper Primary,Local body,Rural,Co-Educational,449,347,796,5,14,,,,
6011,27251202201,ZPPS ECHKEWADI,ECHKEWADI (KAWATHE),Primary,Local body,Rural,Co-Educational,14,9,23,1,1,,,,
6012,27251202202,ZPPS KALUBAINAGAR,ECHKEWADI (KAWATHE),Primary,Local body,Rural,Co-Educational,7,12,19,1,1,,,,
6013,27251204021,NEW ENGLISH SCHOOL KAWATHE Y,KAWATHE (YEMAI),Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,224,214,438,7,1,,,,
6014,27251204022,ZPPS DAKI WASTI KAWATHE YEMAI,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,18,23,41,2,0,,,,
6015,27251204002,ZPPS GANESHNAGAR(KAWATHE YEMAI,KAWATHE (YEMAI),Primary with Upper Primary,Local body,Rural,Co-Educational,75,79,154,5,1,,,,
6016,27251204023,ZPPS GHODEWASTI,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,7,8,15,1,1,,,,
6017,27251204003,ZPPS HILALMALA,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,8,14,22,2,0,,,,
6018,27251204010,ZPPS INAMWASTI KAWATHE YEMAI,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,12,10,22,2,0,,,,
6019,27251204001,ZPPS KAWATHE YEMAI,,KAWATHE (YEMAI),Primary with Upper Primary,Local body,Rural,Co-Educational,79,82,161,4,4,,,
6020,27251204004,ZPPS MALIMALA,,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,17,12,29,2,0,,,
6021,27251204007,ZPPS MALWADEWASTI,,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,10,11,21,2,0,,,
6022,27251204009,ZPPS POKALDARA,,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,21,26,47,1,1,,,
6023,27251204005,ZPPS ROHILEWADI,,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,11,12,23,2,0,,,
6024,27251204006,ZPPS YEDE-BOLHADE WASTI,,KAWATHE (YEMAI),Primary,Local body,Rural,Co-Educational,18,13,31,2,0,,,
6025,27251205701,ZPPS MUNJALWADI,,MUJALWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,82,81,163,3,4,,,
6026,27251205702,ZPPS VAGDAREVASTI KEN. KAWATHE,,MUJALWADI,Primary,Local body,Rural,Co-Educational,14,17,31,2,0,,,
6027,27251208021,SHRI GURUDEO DATTA VIDYALAYA,,SAWINDANE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,182,139,321,7,2,,,
6028,27251208002,ZPPS DONGARBHAG (SAVINDANE),,SAWINDANE,Primary,Local body,Rural,Co-Educational,4,3,7,1,1,,,
6029,27251208004,ZPPS KAMTHEWADI,,SAWINDANE,Primary,Local body,Rural,Co-Educational,8,3,11,2,0,,,
6030,27251208022,ZPPS KITHEVASTI,,SAWINDANE,Primary,Local body,Rural,Co-Educational,14,10,24,1,1,,,
6031,27251208003,ZPPS MAHADEONAGAR,,SAWINDANE,Primary,Local body,Rural,Co-Educational,13,8,21,1,0,,,
6032,27251208005,ZPPS NATHNAGAR,,SAWINDANE,Primary,Local body,Rural,Co-Educational,13,11,24,0,2,,,
6033,27251208001,ZPPS SAVINDANE,,SAWINDANE,Primary,Local body,Rural,Co-Educational,86,79,165,2,5,,,
6034,27251204121,SARDAR RAGHUNATHRAO DHAVALE HI,,KENDUR,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,215,195,410,10,2,,,
6035,27251204122,ZPPS,TATHAWADEWASTI,KENDUR,Primary,Local body,Rural,Co-Educational,6,1,7,1,1,,,
6036,27251204111,ZPPS BHOSURSTHAL,,KENDUR,Primary,Local body,Rural,Co-Educational,10,8,18,2,0,,,
6037,27251204113,ZPPS JAMBHALA,,KENDUR,Primary,Local body,Rural,Co-Educational,7,9,16,2,0,,,
6038,27251204101,ZPPS KENDUR,,KENDUR,Primary with Upper Primary,Local body,Rural,Co-Educational,109,94,203,4,4,,,
6039,27251204104,ZPPS MAHADEVWADI,,KENDUR,Primary with Upper Primary,Local body,Rural,Co-Educational,36,37,73,4,0,,,
6040,27251204110,ZPPS MALIMALA,,KENDUR,Primary,Local body,Rural,Co-Educational,6,10,16,1,1,,,
6041,27251204102,ZPPS PACHWAD,,KENDUR,Primary,Local body,Rural,Co-Educational,12,13,25,2,0,,,
6042,27251204109,ZPPS PARHADMALA,,KENDUR,Primary,Local body,Rural,Co-Educational,11,5,16,2,0,,,
6043,27251204108,ZPPS PARHADWADI,,KENDUR,Primary,Local body,Rural,Co-Educational,19,17,36,2,0,,,
6044,27251204107,ZPPS SHILAKWADI,,KENDUR,Primary,Local body,Rural,Co-Educational,13,7,20,1,1,,,
6045,27251204106,ZPPS SUKREWADI,,KENDUR,Primary,Local body,Rural,Co-Educational,14,14,28,2,0,,,
6046,27251204105,ZPPS TAWALIBEND,,KENDUR,Primary,Local body,Rural,Co-Educational,5,4,9,3,0,,,
6047,27251204114,ZPPS THAKARWADI,,KENDUR,Primary,Local body,Rural,Co-Educational,43,40,83,2,1,,,
6048,27251204112,ZPPS THITEMALA,,KENDUR,Primary,Local body,Rural,Co-Educational,8,5,13,1,1,,,
6049,27251204103,ZPPS THITEWADI,,KENDUR,Primary,Local body,Rural,Co-Educational,19,14,33,2,0,,,
6050,27251202503,M RASIKBHAU DHARIWAL MD VID,,GANEGAON KHALASA,No Response,Pvt. Unaided,Rural,Co-Educational,15,17,32,1,1,,,
6051,27251202501,ZPPS GANEGAON KHALASA,,GANEGAON KHALASA,Primary with Upper Primary,Local body,Rural,Co-Educational,130,105,235,6,3,,,
6052,27251202502,ZPPS PADMAVATI,,GANEGAON KHALASA,Primary,Local body,Rural,Co-Educational,11,8,19,2,0,,,
6053,27251204402,KHEDKARMALA,,KHANDALE,Primary,Local body,Rural,Co-Educational,13,16,29,0,2,,,
6054,27251204401,ZPPS KHANDALE,,KHANDALE,Primary with Upper Primary,Local body,Rural,Co-Educational,84,69,153,3,4,,,
6055,27251204721,VIDYANIKETAN SECONDARY SCHOOL,,KONDHAPURI,No Response,Pvt. Aided,Rural,Co-Educational,10,20,30,2,0,,,
6056,27251204702,ZPPS KAVATHIMALA,,KONDHAPURI,Primary,Local body,Rural,Co-Educational,17,23,40,0,2,,,
6057,27251204701,ZPPS KONDHAPURI,,KONDHAPURI,Primary with Upper Primary,Local body,Rural,Co-Educational,152,113,265,5,3,,,
6058,27251204703,ZPPS TEMGHAR PUNRVASAN,,KONDHAPURI,Primary,Local body,Rural,Co-Educational,7,11,18,0,2,,,
6059,27251207001,ZPPS PIMPRI DUMALA,,PIMPRI DUMALA,Primary with Upper Primary,Local body,Rural,Co-Educational,21,17,38,3,0,,,
6060,27251208401,ZPPS SHINGADWADI,,SHINGADWADI,Primary,Local body,Rural,Co-Educational,30,34,64,2,0,,,
6061,27251209921,KALIKAMATA VIDYALAYAWAGHALE,,WAGHALE,No Response,Pvt. Aided,Rural,Co-Educational,36,20,56,2,0,,,
6062,27251209902,ZPPS KARKUDVASTI,,WAGHALE,Primary,Local body,Rural,Co-Educational,8,8,16,2,0,,,
6063,27251209901,ZPPS WAGHALE,,WAGHALE,Primary with Upper Primary,Local body,Rural,Co-Educational,159,137,296,9,2,,,
6064,27251209621,ADARSHVIDYALAYA WARUDE,,WARUDE,No Response,Pvt. Aided,Rural,Co-Educational,10,16,26,2,0,,,
6065,27251209601,ZPPS WARUDE,,WARUDE,Primary with Upper Primary,Local body,Rural,Co-Educational,94,82,176,5,2,,,
6066,27251200501,ZPPS APATI,,APATI,Primary with Upper Primary,Local body,Rural,Co-Educational,72,57,129,4,2,,,
6067,27251201601,ZPPS DAREKARWADI,,DAREKARWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,83,73,156,4,3,,,
6068,27251202001,DINGRAJWADI,,DIGREJWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,142,95,237,3,6,,,
6069,27251204805,CHITANYA MUKH BADIR NIVASI VID,,KOREGAON BHEEMA,Primary,Tribal/Social Welfare Dept.,Rural,Co-Educational,15,6,21,3,4,,,
6070,27251204822,FRIENDS PRIMARY,HIS SCHOOL,KOREGAON BHEEMA,Up. Primary with sec./H.sec,Pvt. Unaided,Rural,Co-Educational,107,77,184,6,3,,,
6071,27251204806,FRIENDS PRIMARY SCHOOL,,KOREGAON BHEEMA,Primary,Pvt. Unaided,Rural,Co-Educational,303,203,506,0,10,,,
